number,AllEven,Last4Increasing,NumberDigitExceptFirst,NumberDigit,Lap doi,Taxi,XXX,YYY,TuQuy
0325380005,False,False,5,5,False,False,False,False,False
0325380079,False,False,7,7,False,False,False,False,False
0325380379,False,False,7,7,False,False,False,False,False
0325380586,False,False,6,6,False,False,False,False,False
0325380786,False,False,7,7,False,False,False,False,False
0325381221,False,False,5,6,False,False,False,False,False
0325382014,False,False,7,7,False,False,False,False,False
0325382343,False,False,5,6,False,False,False,False,False
0325383639,False,False,6,7,False,False,False,False,False
0325383847,False,False,6,7,False,False,False,False,False
0325384199,False,False,7,8,False,False,False,False,False
0325384586,False,False,6,7,False,False,False,False,False
0325384886,False,False,6,7,False,False,False,False,False
0325385488,False,False,5,6,False,False,False,False,False
0325386439,False,False,7,8,False,False,False,False,False
0325389079,False,False,7,7,False,False,False,False,False
0325389179,False,False,7,8,False,False,False,False,False
0325390586,False,False,7,7,False,False,False,False,False
0325390878,False,False,7,7,False,False,False,False,False
0325391288,False,False,6,7,False,False,False,False,False
0325391568,False,False,7,8,False,False,False,False,False
0325391766,False,False,7,8,False,False,False,False,False
0325392179,False,False,6,7,False,False,False,False,False
0325392226,False,False,5,6,False,False,False,False,False
0325392379,False,False,5,6,False,False,False,False,False
0325392479,False,False,6,7,False,False,False,False,False
0325392486,False,False,7,8,False,False,False,False,False
0325392878,False,False,6,7,False,False,False,False,False
0325393942,False,False,5,6,False,False,False,False,False
0325394334,False,False,5,6,False,False,False,False,False
0325394768,False,False,8,9,False,False,False,False,False
0325394779,False,False,6,7,False,False,False,False,False
0325395552,False,False,4,5,False,False,False,False,False
0325396288,False,False,6,7,False,False,False,False,False
0325396878,False,False,7,8,False,False,False,False,False
0325397186,False,False,8,9,False,False,False,False,False
0325397439,False,False,6,7,False,False,False,False,False
0325397586,False,False,7,8,False,False,False,False,False
0325397588,False,False,6,7,False,False,False,False,False
0325397599,False,False,5,6,False,False,False,False,False
0325399166,False,False,6,7,False,False,False,False,False
0325399946,False,False,6,7,False,False,False,False,False
0325399982,False,False,5,6,False,False,False,False,False
0325399984,False,False,6,7,False,False,False,False,False
0325400179,False,False,8,8,False,False,False,False,False
0325400440,False,False,5,5,False,False,False,False,False
0325400639,False,False,7,7,False,False,False,False,False
0325400886,False,False,7,7,False,False,False,False,False
0325401030,False,False,6,6,False,False,False,False,False
0325401669,False,False,8,8,False,False,False,False,False
0325401679,False,False,9,9,False,False,False,False,False
0325401779,False,False,8,8,False,False,False,False,False
0325401975,False,False,8,8,False,False,False,False,False
0325401984,False,False,8,8,False,False,False,False,False
0325402227,False,False,6,6,False,False,False,False,False
0325402879,False,False,8,8,False,False,False,False,False
0325403268,False,False,7,7,False,False,False,False,False
0325403286,False,False,7,7,False,False,False,False,False
0325403539,False,False,6,6,False,False,False,False,False
0325403699,False,False,7,7,False,False,False,False,False
0325404031,False,False,6,6,False,False,False,False,False
0325404188,False,False,7,7,False,False,False,False,False
0325404240,False,False,5,5,False,False,False,False,False
0325404804,False,False,6,6,False,False,False,False,False
0325404866,False,False,7,7,False,False,False,False,False
0325405368,False,False,7,7,False,False,False,False,False
0325405886,False,False,7,7,False,False,False,False,False
0325406739,False,False,8,8,False,False,False,False,False
0325406866,False,False,7,7,False,False,False,False,False
0325407086,False,False,8,8,False,False,False,False,False
0325407279,False,False,7,7,False,False,False,False,False
0325407399,False,False,7,7,False,False,False,False,False
0325407410,False,False,7,7,False,False,False,False,False
0325407968,False,False,9,9,False,False,False,False,False
0325408118,False,False,7,7,False,False,False,False,False
0325408808,False,False,6,6,False,False,False,False,False
0325408839,False,False,7,7,False,False,False,False,False
0325410139,False,False,7,7,False,False,False,False,False
0325410388,False,False,7,7,False,False,False,False,False
0325410444,False,False,6,6,False,False,False,False,False
0325410866,False,False,8,8,False,False,False,False,False
0325410868,False,False,8,8,False,False,False,False,False
0325411086,False,False,8,8,False,False,False,False,False
0325411879,False,False,8,9,False,False,False,False,False
0325412662,False,False,6,7,False,False,False,False,False
0325412668,False,False,7,8,False,False,False,False,False
0325413179,False,False,7,8,False,False,False,False,False
0325413186,False,False,7,8,False,False,False,False,False
0325413223,False,False,5,6,False,False,False,False,False
0325414114,False,False,5,6,False,False,False,False,False
0325414150,False,False,6,6,False,False,False,False,False
0325414157,False,False,6,7,False,False,False,False,False
0325414688,False,False,7,8,False,False,False,False,False
0325414799,False,False,7,8,False,False,False,False,False
0325415199,False,False,6,7,False,False,False,False,False
0325415279,False,False,7,8,False,False,False,False,False
0325415388,False,False,6,7,False,False,False,False,False
0325416079,False,False,9,9,False,False,False,False,False
0325416168,False,False,7,8,False,False,False,False,False
0325416234,False,False,6,7,False,False,False,False,False
0325416279,False,False,8,9,False,False,False,False,False
0325416286,False,False,7,8,False,False,False,False,False
0325416388,False,False,7,8,False,False,False,False,False
0325416568,False,False,7,8,False,False,False,False,False
0325417188,False,False,7,8,False,False,False,False,False
0325418239,False,False,7,8,False,False,False,False,False
0325419241,False,False,6,7,False,False,False,False,False
0325419568,False,False,8,9,False,False,False,False,False
0325419689,False,False,8,9,False,False,False,False,False
0325420579,False,False,7,7,False,False,False,False,False
0325420660,False,False,6,6,False,False,False,False,False
0325420878,False,False,7,7,False,False,False,False,False
0325420986,False,False,8,8,False,False,False,False,False
0325421366,False,False,6,7,False,False,False,False,False
0325421399,False,False,6,7,False,False,False,False,False
0325422042,False,False,5,5,False,False,False,False,False
0325422642,False,False,5,6,False,False,False,False,False
0325422868,False,False,6,7,False,False,False,False,False
0325423331,False,False,5,6,False,False,False,False,False
0325423379,False,False,6,7,False,False,False,False,False
0325423539,False,False,5,6,False,False,False,False,False
0325423993,False,False,5,6,False,False,False,False,False
0325424066,False,False,6,6,False,False,False,False,False
0325424218,False,False,6,7,False,False,False,False,False
0325424224,False,False,4,5,False,False,False,False,False
0325424236,False,False,5,6,False,False,False,False,False
0325424279,False,False,6,7,False,False,False,False,False
0325424283,False,False,5,6,False,False,False,False,False
0325424449,False,False,5,6,False,False,False,False,False
0325424539,False,False,5,6,False,False,False,False,False
0325424889,False,False,6,7,False,False,False,False,False
0325426878,False,False,7,8,False,False,False,False,False
0325427007,False,False,6,6,False,False,False,False,False
0325427566,False,False,6,7,False,False,False,False,False
0325427942,False,False,6,7,False,False,False,False,False
0325427988,False,False,7,8,False,False,False,False,False
0325428679,False,False,8,9,False,False,False,False,False
0325428942,False,False,6,7,False,False,False,False,False
0325429119,False,False,6,7,False,False,False,False,False
0325429379,False,False,6,7,False,False,False,False,False
0325429686,False,False,7,8,False,False,False,False,False
0325429739,False,False,6,7,False,False,False,False,False
0325429868,False,False,7,8,False,False,False,False,False
0325429968,False,False,7,8,False,False,False,False,False
0325430268,False,False,7,7,False,False,False,False,False
0325430567,False,False,7,7,False,False,False,False,False
0325430699,False,False,7,7,False,False,False,False,False
0325430838,False,False,6,6,False,False,False,False,False
0325431113,False,False,5,6,False,False,False,False,False
0325431288,False,False,6,7,False,False,False,False,False
0325431566,False,False,6,7,False,False,False,False,False
0325431743,False,False,6,7,False,False,False,False,False
0325432866,False,False,6,7,False,False,False,False,False
0325433099,False,False,6,6,False,False,False,False,False
0325433168,False,False,7,8,False,False,False,False,False
0325433326,False,False,5,6,False,False,False,False,False
0325433356,False,False,5,6,False,False,False,False,False
0325433443,False,False,4,5,False,False,False,False,False
0325433663,False,False,5,6,False,False,False,False,False
0325434139,False,False,6,7,False,False,False,False,False
0325434331,False,False,5,6,False,False,False,False,False
0325434373,False,False,5,6,False,False,False,False,False
0325434543,False,False,4,5,False,False,False,False,False
0325434839,False,False,6,7,False,False,False,False,False
0325435399,False,False,5,6,False,False,False,False,False
0325435768,False,False,7,8,False,False,False,False,False
0325436039,False,False,7,7,False,False,False,False,False
0325436539,False,False,6,7,False,False,False,False,False
0325437268,False,False,7,8,False,False,False,False,False
0325437688,False,False,7,8,False,False,False,False,False
0325437786,False,False,7,8,False,False,False,False,False
0325437966,False,False,7,8,False,False,False,False,False
0325438039,False,False,7,7,False,False,False,False,False
0325438288,False,False,5,6,False,False,False,False,False
0325440139,False,False,7,7,False,False,False,False,False
0325440199,False,False,7,7,False,False,False,False,False
0325440299,False,False,6,6,False,False,False,False,False
0325440686,False,False,7,7,False,False,False,False,False
0325440688,False,False,7,7,False,False,False,False,False
0325440689,False,False,8,8,False,False,False,False,False
0325440886,False,False,7,7,False,False,False,False,False
0325441099,False,False,7,7,False,False,False,False,False
0325441366,False,False,6,7,False,False,False,False,False
0325441879,False,False,8,9,False,False,False,False,False
0325442014,False,False,6,6,False,False,False,False,False
0325442669,False,False,6,7,False,False,False,False,False
0325442739,False,False,6,7,False,False,False,False,False
0325443188,False,False,6,7,False,False,False,False,False
0325443331,False,False,5,6,False,False,False,False,False
0325443586,False,False,6,7,False,False,False,False,False
0325443644,False,False,5,6,False,False,False,False,False
0325444969,False,False,6,7,False,False,False,False,False
0325445399,False,False,5,6,False,False,False,False,False
0325445739,False,False,6,7,False,False,False,False,False
0325446785,False,False,7,8,False,False,False,False,False
0325446968,False,False,7,8,False,False,False,False,False
0325447286,False,False,7,8,False,False,False,False,False
0325447568,False,False,7,8,False,False,False,False,False
0325447699,False,False,7,8,False,False,False,False,False
0325447772,False,False,5,6,False,False,False,False,False
0325448234,False,False,5,6,False,False,False,False,False
0325448368,False,False,6,7,False,False,False,False,False
0325448679,False,False,8,9,False,False,False,False,False
0325448944,False,False,6,7,False,False,False,False,False
0325449179,False,False,7,8,False,False,False,False,False
0325449439,False,False,5,6,False,False,False,False,False
0325449686,False,False,7,8,False,False,False,False,False
0325449799,False,False,6,7,False,False,False,False,False
0325450479,False,False,7,7,False,False,False,False,False
0325450686,False,False,7,7,False,False,False,False,False
0325451386,False,False,7,8,False,False,False,False,False
0325452008,False,False,6,6,False,False,False,False,False
0325452699,False,False,6,7,False,False,False,False,False
0325452786,False,False,7,8,False,False,False,False,False
0325453332,False,False,4,5,False,False,False,False,False
0325453454,False,False,4,5,False,False,False,False,False
0325453568,False,False,6,7,False,False,False,False,False
0325453788,False,False,6,7,False,False,False,False,False
0325454344,False,False,4,5,False,False,False,False,False
0325454534,False,False,4,5,False,False,False,False,False
0325454768,False,False,7,8,False,False,False,False,False
0325454788,False,False,6,7,False,False,False,False,False
0325454799,False,False,6,7,False,False,False,False,False
0325454878,False,False,6,7,False,False,False,False,False
0325454986,False,False,7,8,False,False,False,False,False
0325455573,False,False,5,6,False,False,False,False,False
0325456006,False,False,6,6,False,False,False,False,False
0325457086,False,False,8,8,False,False,False,False,False
0325457286,False,False,7,8,False,False,False,False,False
0325457388,False,False,6,7,False,False,False,False,False
0325458539,False,False,6,7,False,False,False,False,False
0325458766,False,False,7,8,False,False,False,False,False
0325459386,False,False,7,8,False,False,False,False,False
0325459486,False,False,7,8,False,False,False,False,False
0325459939,False,False,5,6,False,False,False,False,False
0325459986,False,False,7,8,False,False,False,False,False
0325460339,False,False,7,7,False,False,False,False,False
0325460379,False,False,8,8,False,False,False,False,False
0325461001,False,False,7,7,False,False,False,False,False
0325461139,False,False,7,8,False,False,False,False,False
0325461388,False,False,7,8,False,False,False,False,False
0325461566,False,False,6,7,False,False,False,False,False
0325461579,False,False,8,9,False,False,False,False,False
0325461639,False,False,7,8,False,False,False,False,False
0325461968,False,False,8,9,False,False,False,False,False
0325462013,False,False,7,7,False,False,False,False,False
0325462017,False,False,8,8,False,False,False,False,False
0325462046,False,False,6,6,False,False,False,False,False
0325462086,False,False,7,7,False,False,False,False,False
0325462339,False,False,6,7,False,False,False,False,False
0325462889,False,False,7,8,False,False,False,False,False
0325462986,False,False,7,8,False,False,False,False,False
0325463686,False,False,6,7,False,False,False,False,False
0325464486,False,False,6,7,False,False,False,False,False
0325464653,False,False,5,6,False,False,False,False,False
0325464879,False,False,8,9,False,False,False,False,False
0325465088,False,False,7,7,False,False,False,False,False
0325465186,False,False,7,8,False,False,False,False,False
0325466602,False,False,6,6,False,False,False,False,False
0325466653,False,False,5,6,False,False,False,False,False
0325466671,False,False,7,8,False,False,False,False,False
0325467039,False,False,8,8,False,False,False,False,False
0325467188,False,False,8,9,False,False,False,False,False
0325467486,False,False,7,8,False,False,False,False,False
0325468039,False,False,8,8,False,False,False,False,False
0325468179,False,False,9,10,False,False,False,False,False
0325468788,False,False,7,8,False,False,False,False,False
0325468969,False,False,7,8,False,False,False,False,False
0325469986,False,False,7,8,False,False,False,False,False
0325469995,False,False,6,7,False,False,False,False,False
0325470220,False,False,6,6,False,False,False,False,False
0325470479,False,False,7,7,False,False,False,False,False
0325470570,False,False,6,6,False,False,False,False,False
0325470688,False,False,8,8,False,False,False,False,False
0325470779,False,False,7,7,False,False,False,False,False
0325470988,False,False,8,8,False,False,False,False,False
0325471686,False,False,8,9,False,False,False,False,False
0325472039,False,False,7,7,False,False,False,False,False
0325472086,False,False,8,8,False,False,False,False,False
0325472568,False,False,7,8,False,False,False,False,False
0325472968,False,False,8,9,False,False,False,False,False
0325473079,False,False,7,7,False,False,False,False,False
0325473199,False,False,7,8,False,False,False,False,False
0325473286,False,False,7,8,False,False,False,False,False
0325473663,False,False,6,7,False,False,False,False,False
0325473866,False,False,7,8,False,False,False,False,False
0325474199,False,False,7,8,False,False,False,False,False
0325474234,False,False,5,6,False,False,False,False,False
0325474388,False,False,6,7,False,False,False,False,False
0325474448,False,False,6,7,False,False,False,False,False
0325474702,False,False,6,6,False,False,False,False,False
0325474843,False,False,6,7,False,False,False,False,False
0325475947,False,False,6,7,False,False,False,False,False
0325476168,False,False,8,9,False,False,False,False,False
0325476234,False,False,6,7,False,False,False,False,False
0325476379,False,False,7,8,False,False,False,False,False
0325477247,False,False,5,6,False,False,False,False,False
0325477714,False,False,6,7,False,False,False,False,False
0325477728,False,False,6,7,False,False,False,False,False
0325477740,False,False,6,6,False,False,False,False,False
0325477988,False,False,7,8,False,False,False,False,False
0325478268,False,False,7,8,False,False,False,False,False
0325478448,False,False,6,7,False,False,False,False,False
0325478468,False,False,7,8,False,False,False,False,False
0325479239,False,False,6,7,False,False,False,False,False
0325479588,False,False,7,8,False,False,False,False,False
0325480079,False,False,8,8,False,False,False,False,False
0325480188,False,False,7,7,False,False,False,False,False
0325480686,False,False,7,7,False,False,False,False,False
0325480770,False,False,7,7,False,False,False,False,False
0325480968,False,False,8,8,False,False,False,False,False
0325480989,False,False,7,7,False,False,False,False,False
0325481973,False,False,8,9,False,False,False,False,False
0325482339,False,False,6,7,False,False,False,False,False
0325482366,False,False,6,7,False,False,False,False,False
0325483234,False,False,5,6,False,False,False,False,False
0325483288,False,False,5,6,False,False,False,False,False
0325483331,False,False,6,7,False,False,False,False,False
0325483345,False,False,5,6,False,False,False,False,False
0325483586,False,False,6,7,False,False,False,False,False
0325483689,False,False,7,8,False,False,False,False,False
0325484184,False,False,6,7,False,False,False,False,False
0325484266,False,False,6,7,False,False,False,False,False
0325484439,False,False,6,7,False,False,False,False,False
0325484822,False,False,5,6,False,False,False,False,False
0325485088,False,False,6,6,False,False,False,False,False
0325485366,False,False,6,7,False,False,False,False,False
0325485775,False,False,6,7,False,False,False,False,False
0325485838,False,False,5,6,False,False,False,False,False
0325486539,False,False,7,8,False,False,False,False,False
0325486579,False,False,8,9,False,False,False,False,False
0325486588,False,False,6,7,False,False,False,False,False
0325486939,False,False,7,8,False,False,False,False,False
0325487499,False,False,7,8,False,False,False,False,False
0325488820,False,False,6,6,False,False,False,False,False
0325488895,False,False,6,7,False,False,False,False,False
0325489186,False,False,8,9,False,False,False,False,False
0325489279,False,False,7,8,False,False,False,False,False
0325490299,False,False,6,6,False,False,False,False,False
0325490444,False,False,6,6,False,False,False,False,False
0325490689,False,False,8,8,False,False,False,False,False
0325490880,False,False,7,7,False,False,False,False,False
0325490966,False,False,7,7,False,False,False,False,False
0325491039,False,False,7,7,False,False,False,False,False
0325491551,False,False,6,7,False,False,False,False,False
0325492013,False,False,7,7,False,False,False,False,False
0325492179,False,False,7,8,False,False,False,False,False
0325493149,False,False,6,7,False,False,False,False,False
0325493186,False,False,8,9,False,False,False,False,False
0325493336,False,False,6,7,False,False,False,False,False
0325493444,False,False,5,6,False,False,False,False,False
0325493568,False,False,7,8,False,False,False,False,False
0325493668,False,False,7,8,False,False,False,False,False
0325494642,False,False,6,7,False,False,False,False,False
0325494668,False,False,7,8,False,False,False,False,False
0325494866,False,False,7,8,False,False,False,False,False
0325495186,False,False,8,9,False,False,False,False,False
0325495550,False,False,6,6,False,False,False,False,False
0325495568,False,False,7,8,False,False,False,False,False
0325495839,False,False,6,7,False,False,False,False,False
0325495866,False,False,7,8,False,False,False,False,False
0325496179,False,False,8,9,False,False,False,False,False
0325496786,False,False,8,9,False,False,False,False,False
0325496986,False,False,7,8,False,False,False,False,False
0325497386,False,False,8,9,False,False,False,False,False
0325497739,False,False,6,7,False,False,False,False,False
0325497868,False,False,8,9,False,False,False,False,False
0325498118,False,False,7,8,False,False,False,False,False
0325499386,False,False,7,8,False,False,False,False,False
0325499566,False,False,6,7,False,False,False,False,False
0325499902,False,False,6,6,False,False,False,False,False
0325500037,False,False,5,5,False,False,False,False,False
0325500186,False,False,7,7,False,False,False,False,False
0325500286,False,False,6,6,False,False,False,False,False
0325501139,False,False,6,6,False,False,False,False,False
0325501201,False,False,5,5,False,False,False,False,False
0325501221,False,False,5,5,False,False,False,False,False
0325501279,False,False,7,7,False,False,False,False,False
0325501839,False,False,7,7,False,False,False,False,False
0325501881,False,False,6,6,False,False,False,False,False
0325502486,False,False,7,7,False,False,False,False,False
0325502799,False,False,6,6,False,False,False,False,False
0325503299,False,False,5,5,False,False,False,False,False
0325503479,False,False,7,7,False,False,False,False,False
0325504664,False,False,6,6,False,False,False,False,False
0325505031,False,False,5,5,False,False,False,False,False
0325505139,False,False,6,6,False,False,False,False,False
0325505150,False,False,5,5,False,False,False,False,False
0325505225,False,False,4,4,False,False,False,False,False
0325505479,False,False,7,7,False,False,False,False,False
0325505689,False,False,7,7,False,False,False,False,False
0325506839,False,False,7,7,False,False,False,False,False
0325507088,False,False,6,6,False,False,False,False,False
0325507234,False,False,6,6,False,False,False,False,False
0325507239,False,False,6,6,False,False,False,False,False
0325507568,False,False,7,7,False,False,False,False,False
0325507772,False,False,5,5,False,False,False,False,False
0325507866,False,False,7,7,False,False,False,False,False
0325508266,False,False,6,6,False,False,False,False,False
0325508399,False,False,6,6,False,False,False,False,False
0325508444,False,False,6,6,False,False,False,False,False
0325509086,False,False,7,7,False,False,False,False,False
0325509179,False,False,7,7,False,False,False,False,False
0325510345,False,False,6,6,False,False,False,False,False
0325510351,False,False,5,5,False,False,False,False,False
0325510839,False,False,7,7,False,False,False,False,False
0325510880,False,False,6,6,False,False,False,False,False
0325510975,False,False,7,7,False,False,False,False,False
0325511129,False,False,5,6,False,False,False,False,False
0325512021,False,False,5,5,False,False,False,False,False
0325512179,False,False,6,7,False,False,False,False,False
0325513013,False,False,5,5,False,False,False,False,False
0325513099,False,False,6,6,False,False,False,False,False
0325513458,False,False,6,7,False,False,False,False,False
0325514121,False,False,5,6,False,False,False,False,False
0325514339,False,False,6,7,False,False,False,False,False
0325514599,False,False,6,7,False,False,False,False,False
0325514868,False,False,7,8,False,False,False,False,False
0325515079,False,False,7,7,False,False,False,False,False
0325515119,False,False,5,6,False,False,False,False,False
0325515286,False,False,6,7,False,False,False,False,False
0325515379,False,False,6,7,False,False,False,False,False
0325515486,False,False,7,8,False,False,False,False,False
0325515669,False,False,6,7,False,False,False,False,False
0325515839,False,False,6,7,False,False,False,False,False
0325516179,False,False,7,8,False,False,False,False,False
0325516188,False,False,6,7,False,False,False,False,False
0325516266,False,False,5,6,False,False,False,False,False
0325516499,False,False,7,8,False,False,False,False,False
0325517339,False,False,6,7,False,False,False,False,False
0325517599,False,False,6,7,False,False,False,False,False
0325517773,False,False,5,6,False,False,False,False,False
0325517989,False,False,7,8,False,False,False,False,False
0325518068,False,False,7,7,False,False,False,False,False
0325518466,False,False,7,8,False,False,False,False,False
0325519499,False,False,6,7,False,False,False,False,False
0325519786,False,False,8,9,False,False,False,False,False
0325520166,False,False,6,6,False,False,False,False,False
0325520239,False,False,5,5,False,False,False,False,False
0325520279,False,False,6,6,False,False,False,False,False
0325520639,False,False,6,6,False,False,False,False,False
0325520739,False,False,6,6,False,False,False,False,False
0325521117,False,False,5,6,False,False,False,False,False
0325521206,False,False,6,6,False,False,False,False,False
0325521399,False,False,5,6,False,False,False,False,False
0325521439,False,False,6,7,False,False,False,False,False
0325521788,False,False,6,7,False,False,False,False,False
0325521939,False,False,5,6,False,False,False,False,False
0325522276,False,False,5,6,False,False,False,False,False
0325522499,False,False,5,6,False,False,False,False,False
0325522752,False,False,4,5,False,False,False,False,False
0325522788,False,False,5,6,False,False,False,False,False
0325523279,False,False,5,6,False,False,False,False,False
0325524386,False,False,6,7,False,False,False,False,False
0325524440,False,False,5,5,False,False,False,False,False
0325524446,False,False,5,6,False,False,False,False,False
0325524579,False,False,6,7,False,False,False,False,False
0325524799,False,False,6,7,False,False,False,False,False
0325525032,False,False,4,4,False,False,False,False,False
0325525423,False,False,4,5,False,False,False,False,False
0325526086,False,False,6,6,False,False,False,False,False
0325526239,False,False,5,6,False,False,False,False,False
0325526388,False,False,5,6,False,False,False,False,False
0325526468,False,False,6,7,False,False,False,False,False
0325527079,False,False,6,6,False,False,False,False,False
0325527239,False,False,5,6,False,False,False,False,False
0325528884,False,False,5,6,False,False,False,False,False
0325528986,False,False,6,7,False,False,False,False,False
0325529179,False,False,6,7,False,False,False,False,False
0325530368,False,False,6,6,False,False,False,False,False
0325531253,False,False,4,5,False,False,False,False,False
0325531753,False,False,5,6,False,False,False,False,False
0325531899,False,False,6,7,False,False,False,False,False
0325532068,False,False,6,6,False,False,False,False,False
0325532229,False,False,4,5,False,False,False,False,False
0325532303,False,False,4,4,False,False,False,False,False
0325532488,False,False,5,6,False,False,False,False,False
0325532566,False,False,4,5,False,False,False,False,False
0325533308,False,False,5,5,False,False,False,False,False
0325533359,False,False,4,5,False,False,False,False,False
0325533889,False,False,5,6,False,False,False,False,False
0325534034,False,False,5,5,False,False,False,False,False
0325534239,False,False,5,6,False,False,False,False,False
0325534279,False,False,6,7,False,False,False,False,False
0325534454,False,False,4,5,False,False,False,False,False
0325534679,False,False,7,8,False,False,False,False,False
0325534739,False,False,6,7,False,False,False,False,False
0325535088,False,False,5,5,False,False,False,False,False
0325535332,False,False,3,4,False,False,False,False,False
0325535348,False,False,5,6,False,False,False,False,False
0325535370,False,False,5,5,False,False,False,False,False
0325536068,False,False,6,6,False,False,False,False,False
0325536153,False,False,5,6,False,False,False,False,False
0325536199,False,False,6,7,False,False,False,False,False
0325536226,False,False,4,5,False,False,False,False,False
0325536664,False,False,5,6,False,False,False,False,False
0325537179,False,False,6,7,False,False,False,False,False
0325537239,False,False,5,6,False,False,False,False,False
0325537279,False,False,5,6,False,False,False,False,False
0325537386,False,False,6,7,False,False,False,False,False
0325537639,False,False,6,7,False,False,False,False,False
0325538234,False,False,5,6,False,False,False,False,False
0325538279,False,False,6,7,False,False,False,False,False
0325538881,False,False,5,6,False,False,False,False,False
0325539786,False,False,7,8,False,False,False,False,False
0325540488,False,False,6,6,False,False,False,False,False
0325540579,False,False,7,7,False,False,False,False,False
0325540868,False,False,7,7,False,False,False,False,False
0325540879,False,False,8,8,False,False,False,False,False
0325541196,False,False,7,8,False,False,False,False,False
0325541441,False,False,5,6,False,False,False,False,False
0325541661,False,False,6,7,False,False,False,False,False
0325541768,False,False,8,9,False,False,False,False,False
0325541968,False,False,8,9,False,False,False,False,False
0325542286,False,False,6,7,False,False,False,False,False
0325542366,False,False,5,6,False,False,False,False,False
0325542442,False,False,4,5,False,False,False,False,False
0325542499,False,False,5,6,False,False,False,False,False
0325542586,False,False,6,7,False,False,False,False,False
0325542939,False,False,5,6,False,False,False,False,False
0325542966,False,False,6,7,False,False,False,False,False
0325542986,False,False,7,8,False,False,False,False,False
0325543179,False,False,7,8,False,False,False,False,False
0325543368,False,False,6,7,False,False,False,False,False
0325543679,False,False,7,8,False,False,False,False,False
0325544462,False,False,5,6,False,False,False,False,False
0325544486,False,False,6,7,False,False,False,False,False
0325544586,False,False,6,7,False,False,False,False,False
0325544884,False,False,5,6,False,False,False,False,False
0325545068,False,False,7,7,False,False,False,False,False
0325545099,False,False,6,6,False,False,False,False,False
0325545157,False,False,6,7,False,False,False,False,False
0325545186,False,False,7,8,False,False,False,False,False
0325545496,False,False,6,7,False,False,False,False,False
0325545851,False,False,6,7,False,False,False,False,False
0325546168,False,False,7,8,False,False,False,False,False
0325546654,False,False,5,6,False,False,False,False,False
0325547086,False,False,8,8,False,False,False,False,False
0325547379,False,False,6,7,False,False,False,False,False
0325547444,False,False,5,6,False,False,False,False,False
0325547768,False,False,7,8,False,False,False,False,False
0325547786,False,False,7,8,False,False,False,False,False
0325548338,False,False,5,6,False,False,False,False,False
0325548348,False,False,5,6,False,False,False,False,False
0325548654,False,False,6,7,False,False,False,False,False
0325548986,False,False,7,8,False,False,False,False,False
0325549366,False,False,6,7,False,False,False,False,False
0325549368,False,False,7,8,False,False,False,False,False
0325549968,False,False,7,8,False,False,False,False,False
0325550439,False,False,6,6,False,False,False,False,False
0325550639,False,False,6,6,False,False,False,False,False
0325551039,False,False,6,6,False,False,False,False,False
0325551771,False,False,5,6,False,False,False,False,False
0325552768,False,False,6,7,False,False,False,False,False
0325552969,False,False,5,6,False,False,False,False,False
0325553088,False,False,5,5,False,False,False,False,False
0325553179,False,False,6,7,False,False,False,False,False
0325554086,False,False,7,7,False,False,False,False,False
0325554139,False,False,6,7,False,False,False,False,False
0325554188,False,False,6,7,False,False,False,False,False
0325554768,False,False,7,8,False,False,False,False,False
0325554788,False,False,6,7,False,False,False,False,False
0325556479,False,False,7,8,False,False,False,False,False
0325557368,False,False,6,7,False,False,False,False,False
0325557386,False,False,6,7,False,False,False,False,False
0325558279,False,False,6,7,False,False,False,False,False
0325558766,False,False,6,7,False,False,False,False,False
0325560179,False,False,8,8,False,False,False,False,False
0325560279,False,False,7,7,False,False,False,False,False
0325560345,False,False,6,6,False,False,False,False,False
0325560739,False,False,7,7,False,False,False,False,False
0325560786,False,False,7,7,False,False,False,False,False
0325561388,False,False,6,7,False,False,False,False,False
0325561639,False,False,6,7,False,False,False,False,False
0325562039,False,False,6,6,False,False,False,False,False
0325562099,False,False,6,6,False,False,False,False,False
0325562223,False,False,4,5,False,False,False,False,False
0325562279,False,False,6,7,False,False,False,False,False
0325563279,False,False,6,7,False,False,False,False,False
0325564939,False,False,6,7,False,False,False,False,False
0325565965,False,False,5,6,False,False,False,False,False
0325565986,False,False,6,7,False,False,False,False,False
0325566607,False,False,6,6,False,False,False,False,False
0325567499,False,False,7,8,False,False,False,False,False
0325568088,False,False,6,6,False,False,False,False,False
0325569099,False,False,6,6,False,False,False,False,False
0325569166,False,False,6,7,False,False,False,False,False
0325569479,False,False,7,8,False,False,False,False,False
0325569566,False,False,5,6,False,False,False,False,False
0325570188,False,False,7,7,False,False,False,False,False
0325570268,False,False,7,7,False,False,False,False,False
0325570479,False,False,7,7,False,False,False,False,False
0325570768,False,False,7,7,False,False,False,False,False
0325570988,False,False,7,7,False,False,False,False,False
0325571279,False,False,6,7,False,False,False,False,False
0325571286,False,False,7,8,False,False,False,False,False
0325571466,False,False,7,8,False,False,False,False,False
0325572346,False,False,6,7,False,False,False,False,False
0325572386,False,False,6,7,False,False,False,False,False
0325573088,False,False,6,6,False,False,False,False,False
0325573186,False,False,7,8,False,False,False,False,False
0325573386,False,False,6,7,False,False,False,False,False
0325573568,False,False,6,7,False,False,False,False,False
0325573747,False,False,5,6,False,False,False,False,False
0325573768,False,False,6,7,False,False,False,False,False
0325574186,False,False,8,9,False,False,False,False,False
